订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,20,80,53,35,213,2376,84
2,58,75,25,52,209,1138,61
3,58,70,30,56,1073,3143,56
4,40,5,45,70,213,1510,98
5,0,45,22,66,1158,2664,57
6,33,35,67,85,694,2733,103
7,58,70,47,40,12,1233,61
8,70,58,25,50,116,1801,76
9,35,66,53,35,213,2951,56
10,20,55,38,15,303,1885,67
11,22,85,5,35,876,2186,79
12,67,85,20,55,303,854,84
13,87,30,62,69,1167,2768,70
14,58,70,44,5,1073,1416,113
15,0,45,47,40,12,1318,75
16,33,32,45,65,118,2826,58
17,53,35,5,35,213,1036,71
18,65,55,28,52,22,1896,74
19,45,65,90,35,118,2291,95
20,20,50,35,5,398,1695,80
21,18,75,85,25,2311,2673,135
22,62,80,30,50,10,1041,77
23,56,64,33,32,1355,2826,67
24,40,15,8,62,1065,1705,86
25,2,40,38,15,971,1885,66
26,16,42,18,75,497,2471,62
27,50,35,20,85,120,2094,88
28,60,55,28,70,2601,3279,56
29,60,66,44,5,1256,1421,92
30,20,55,45,35,303,840,48
31,25,85,87,30,2119,2768,136
32,62,80,26,32,881,2452,101
33,95,30,8,45,1346,2481,129
34,42,10,95,35,1160,2386,101
35,42,58,5,45,8,1413,72
36,33,32,4,55,1447,2826,56
37,52,75,26,32,311,2452,87
38,60,66,16,42,497,1421,78
39,16,42,72,45,497,3060,102
40,56,64,0,45,1158,1515,101
41,20,80,62,69,1167,2376,66
42,60,85,78,40,597,2962,74
43,92,30,22,75,2405,2574,124
44,44,5,75,55,1256,2085,96
45,0,45,42,10,1158,1320,82
46,35,32,70,58,1641,2918,77
47,16,42,15,80,497,1997,69
48,65,60,20,80,1546,2376,73
49,40,65,38,10,25,1790,86
50,25,50,72,55,116,1992,73
