订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,15,80,48,30,493,1997,91
2,65,82,92,30,788,2574,88
3,87,30,42,58,8,2768,80
4,38,5,60,85,597,1602,126
5,10,40,34,60,593,3047,47
6,26,32,55,85,502,2452,92
7,48,30,28,70,493,2761,70
8,70,58,42,30,776,1801,64
9,45,70,8,40,213,845,71
10,20,50,38,15,398,1885,66
11,20,85,65,82,788,2094,73
12,60,85,72,55,597,1992,50
13,85,25,45,70,213,2673,94
14,40,5,0,45,1158,1510,85
15,5,45,40,65,25,1413,77
16,35,32,60,85,597,2918,97
17,47,35,0,40,588,1223,79
18,60,60,44,25,871,1611,58
19,40,65,64,46,25,3257,48
20,20,55,36,18,303,1979,62
21,20,80,33,32,2216,2826,75
22,62,80,36,40,881,3016,82
23,90,35,5,45,1253,2291,134
24,38,10,35,66,1630,2951,82
25,5,45,38,10,1253,1790,79
26,30,32,95,30,2105,2481,98
27,53,35,5,45,213,1413,73
28,60,55,85,35,2703,3279,59
29,35,69,2,40,971,2858,78
30,25,50,20,80,116,2376,45
31,25,85,34,25,2009,2279,96
32,60,85,53,35,213,757,81
33,87,30,28,70,2601,2768,107
34,44,5,30,50,10,1416,74
35,8,45,47,40,12,1506,63
36,30,32,18,75,2105,2471,67
37,50,35,15,80,120,1997,86
38,72,55,30,35,1832,2640,70
39,45,65,62,40,118,3161,58
40,25,52,52,75,209,471,54
41,62,69,25,50,116,1327,73
42,60,85,20,85,597,2094,76
43,87,30,0,45,1158,2768,133
44,40,5,22,75,1350,2565,109
45,0,40,28,52,22,1223,45
46,30,35,18,75,2311,2640,70
47,45,35,58,75,680,1138,67
48,75,55,48,30,493,2085,55
49,35,69,92,30,2414,2858,103
50,20,55,47,35,303,748,50
