订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,15,80,46,13,149,1997,113
2,65,82,35,17,50,948,108
3,85,25,42,7,97,2673,83
4,38,15,27,69,34,1885,83
5,0,45,25,21,133,1318,52
6,35,32,55,60,97,2918,62
7,50,30,30,5,61,561,60
8,65,60,31,67,95,1706,50
9,35,69,67,5,83,2858,109
10,28,52,49,11,22,182,75
11,22,75,44,17,78,2565,109
12,55,80,13,52,165,567,84
13,90,35,41,49,161,2291,83
14,35,5,6,68,108,1695,113
15,5,35,55,20,149,1036,93
16,35,32,67,5,83,2918,74
17,50,30,15,60,76,561,70
18,72,55,5,30,157,1992,108
19,45,70,15,10,32,373,101
20,25,52,35,17,50,369,55
21,18,75,53,12,130,2471,121
22,65,82,42,7,97,948,118
23,87,30,24,12,31,2768,99
24,62,69,30,5,61,1327,124
25,0,40,62,77,51,1223,108
26,30,35,30,5,61,2640,44
27,50,35,15,19,120,280,58
28,65,60,23,3,132,1706,107
29,45,70,11,31,101,373,78
30,28,52,65,55,22,182,64
31,20,85,65,20,172,2094,118
32,55,80,18,24,188,567,106
33,95,30,6,68,108,2481,143
34,38,5,20,65,67,1602,97
35,8,40,56,39,142,845,72
36,33,35,65,35,153,2733,59
37,48,30,45,65,126,653,53
38,60,60,44,17,78,1611,69
39,40,65,17,34,25,185,61
40,30,50,45,10,10,170,77
41,22,75,20,40,87,2565,67
42,58,75,47,16,35,1138,91
43,85,25,16,22,91,2673,115
44,35,5,63,65,143,1695,102
45,10,40,53,12,130,753,77
46,30,35,67,5,83,2640,72
47,48,30,49,73,127,653,65
48,65,55,26,35,176,1896,83
49,35,69,53,43,179,2858,48
50,20,55,61,52,96,463,62
