订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,20,80,63,23,87,2376,108
2,55,80,24,58,67,567,66
3,87,30,5,45,35,2768,126
4,40,5,10,35,91,1510,64
5,8,40,42,15,122,845,63
6,33,32,95,35,62,2826,101
7,45,35,23,3,150,840,68
8,72,55,30,60,140,1992,64
9,35,69,49,42,167,2858,47
10,30,50,92,30,10,170,113
11,22,75,25,30,52,2565,83
12,62,80,10,40,119,1041,109
13,85,25,40,5,67,2673,87
14,35,5,49,42,167,1695,63
15,8,45,56,37,34,1506,77
16,42,58,67,5,8,174,111
17,53,30,65,85,43,468,87
18,60,55,8,40,59,3279,89
19,35,66,8,40,59,2951,67
20,25,52,20,20,141,369,49
21,20,80,8,40,59,2376,63
22,60,66,88,35,61,1421,63
23,85,35,45,30,53,2863,70
24,40,5,25,85,145,1510,123
25,10,35,50,35,130,941,66
26,33,35,35,69,180,2733,63
27,50,40,95,35,25,185,73
28,70,58,30,60,140,1801,69
29,45,70,5,45,35,373,71
30,25,50,65,82,116,276,77
31,15,80,42,5,151,1997,123
32,67,85,10,35,91,854,114
33,87,30,45,65,66,2768,83
34,38,5,40,60,144,1602,85
35,8,40,95,30,115,845,131
36,26,32,90,35,67,2452,95
37,50,40,90,35,25,185,65
38,70,58,65,20,39,1801,59
39,35,69,45,30,53,2858,63
40,28,52,88,30,22,182,104
41,15,80,65,85,43,1997,73
42,62,80,49,42,167,1041,70
43,95,30,45,65,66,2481,91
44,38,15,35,69,180,1885,82
45,2,40,85,25,51,1131,127
46,33,32,15,60,155,2826,51
47,50,30,20,80,141,561,87
48,60,60,22,85,109,1611,69
49,45,65,15,60,118,278,45
50,30,56,5,5,74,3143,86
