订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,20,80,8,40,141,845,63
2,50,35,5,35,130,1036,68
3,85,25,60,85,51,757,99
4,42,5,30,56,151,3143,80
5,5,35,47,40,12,172,76
6,20,82,60,60,37,1611,70
7,60,85,60,55,85,3279,50
8,85,35,25,85,111,2279,132
9,38,15,10,40,148,753,57
10,8,40,87,30,59,2768,119
11,20,80,58,75,141,1138,58
12,60,85,62,40,85,3161,72
13,92,30,34,25,62,2169,85
14,42,10,42,58,8,168,87
15,2,45,35,32,45,2918,56
16,15,80,50,40,25,185,80
17,20,50,55,80,91,567,69
18,92,30,47,35,62,748,66
19,38,15,60,55,148,3279,69
20,2,45,36,40,45,3016,56
21,18,80,40,5,113,1510,119
22,67,85,35,69,139,2858,55
23,50,35,4,55,130,1607,76
24,37,31,8,40,35,845,67
25,0,40,95,30,72,2481,143
26,15,75,35,32,79,2918,86
27,67,85,36,40,139,3016,82
28,85,25,42,30,51,936,75
29,42,10,28,70,72,2761,107
30,0,40,25,85,72,2279,78
31,20,80,67,85,141,854,71
32,65,82,30,35,124,2640,88
33,85,35,25,50,111,276,105
34,35,5,14,66,154,1803,105
35,5,35,50,30,142,561,82
36,15,80,32,20,91,2073,97
37,67,85,60,55,139,3279,47
38,88,35,60,66,61,1421,74
39,44,5,15,75,87,1902,116
40,2,45,38,10,45,1790,76
41,22,75,60,55,50,3279,78
42,55,82,25,30,64,2360,109
43,85,25,48,20,51,1127,68
44,37,31,8,45,35,1506,69
45,2,45,86,46,45,2189,132
46,20,82,78,40,37,2962,108
47,62,80,10,35,75,941,114
48,88,30,45,65,74,278,84
49,42,15,62,80,122,1041,108
50,0,40,58,75,72,1138,102
