订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,20,80,42,10,186,429,111
2,65,85,30,52,475,965,73
3,90,35,48,40,76,260,69
4,42,15,40,66,95,225,81
5,5,35,40,5,283,436,86
6,30,30,95,35,293,600,100
7,50,40,65,85,171,518,84
8,65,60,50,30,531,708,53
9,40,69,88,35,109,702,89
10,23,55,85,35,47,593,99
11,15,80,45,68,278,967,47
12,65,82,95,35,285,360,84
13,85,35,38,70,47,605,102
14,40,5,40,69,385,702,96
15,0,40,75,55,369,522,114
16,33,35,88,30,16,643,94
17,48,30,88,30,574,693,65
18,68,60,35,5,555,939,99
19,35,69,25,30,448,786,67
20,30,50,60,55,10,84,60
21,15,75,40,15,35,254,113
22,55,80,30,35,743,1127,82
23,88,35,32,30,109,412,89
24,35,5,68,60,555,907,98
25,5,35,48,30,283,693,79
26,30,30,63,58,541,802,66
27,50,35,5,35,262,344,68
28,65,55,20,50,85,405,86
29,40,66,38,5,170,534,92
30,30,52,53,30,450,965,59
31,15,75,10,35,179,439,80
32,65,85,28,35,475,1066,93
33,88,30,47,40,12,643,63
34,40,15,90,35,35,260,86
35,0,45,53,35,353,624,84
36,35,32,65,82,166,336,97
37,48,40,35,69,76,505,63
38,66,55,65,85,173,518,53
39,42,68,5,35,283,782,75
40,25,50,53,35,65,412,52
41,20,80,32,30,359,429,78
42,60,85,15,80,278,622,84
43,87,30,10,35,200,731,116
44,40,5,30,50,10,436,70
45,0,45,15,80,278,624,71
46,35,30,58,75,30,321,84
47,53,35,23,55,353,593,54
48,68,60,15,75,179,612,80
49,35,69,63,58,448,802,45
50,23,55,65,82,285,593,80
