订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,22,85,67,5,83,620,140
2,65,82,31,67,95,336,56
3,90,35,15,19,160,524,118
4,38,5,35,69,141,534,99
5,0,45,40,60,71,624,72
6,26,32,6,68,108,880,69
7,48,40,2,60,41,129,89
8,70,58,31,52,50,523,67
9,45,70,64,42,63,870,60
10,20,55,28,18,93,504,60
11,15,80,18,18,185,345,99
12,58,75,20,65,30,84,59
13,85,25,5,30,157,820,130
14,35,5,63,65,143,629,102
15,8,40,5,5,83,158,56
16,30,32,53,12,130,509,46
17,50,30,55,60,97,610,44
18,70,58,27,43,52,523,75
19,45,68,23,3,132,967,105
20,25,55,16,22,91,701,50
21,20,80,67,5,83,429,133
22,65,82,49,11,69,336,110
23,88,30,37,31,95,643,77
24,42,10,49,73,127,257,110
25,5,45,53,52,37,716,87
26,28,30,55,5,68,693,60
27,48,30,35,69,141,693,63
28,72,55,14,37,44,338,92
29,38,70,67,5,83,605,107
30,28,55,10,20,75,777,60
31,18,75,15,10,32,148,113
32,58,75,37,47,30,84,53
33,85,35,35,69,47,151,105
34,42,15,53,43,95,189,52
35,8,40,67,5,83,507,103
36,33,35,65,55,16,127,69
37,50,30,63,65,143,610,55
38,65,60,35,40,37,708,54
39,40,66,30,5,61,225,93
40,30,52,28,18,93,965,57
41,18,75,19,21,58,148,96
42,65,82,17,34,162,336,102
43,88,35,47,16,35,170,70
44,38,5,65,35,153,534,61
45,0,40,53,52,37,522,81
46,33,32,65,55,68,149,66
47,53,35,57,68,77,412,54
48,60,55,8,56,20,264,84
49,42,65,36,26,15,210,64
50,20,55,57,29,140,504,68
