订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,22,75,30,5,30,398,121
2,65,82,50,35,63,336,75
3,90,35,31,67,95,260,109
4,38,15,6,68,108,740,93
5,0,45,35,69,141,624,73
6,28,30,63,23,136,693,56
7,53,35,42,7,97,412,47
8,63,58,19,21,58,802,90
9,40,69,24,12,31,702,88
10,20,50,65,20,172,405,84
11,22,85,8,56,51,620,48
12,60,80,20,20,95,551,122
13,95,30,55,54,94,456,68
14,38,15,11,31,101,740,48
15,10,35,35,17,50,237,56
16,35,30,27,69,34,321,63
17,53,35,18,18,185,412,58
18,72,55,15,19,160,338,102
19,42,66,2,60,41,146,60
20,20,50,63,23,136,405,79
21,18,75,63,65,99,359,76
22,58,75,22,22,18,374,97
23,87,30,27,69,34,731,108
24,40,5,45,65,126,436,91
25,10,35,31,67,95,237,57
26,25,35,55,5,68,969,64
27,47,40,31,67,12,105,64
28,70,58,30,25,159,523,83
29,42,68,55,5,68,782,99
30,30,50,44,17,10,88,67
31,18,75,63,65,99,359,76
32,60,85,15,60,76,622,90
33,95,30,20,50,81,456,113
34,44,5,10,20,75,347,55
35,5,45,61,52,96,716,99
36,30,35,67,5,83,1127,72
37,53,35,62,77,51,412,69
38,75,55,15,60,76,420,89
39,45,70,27,43,52,870,49
40,28,52,64,42,63,883,64
41,15,75,10,20,75,254,102
42,65,85,2,48,117,518,111
43,95,30,30,25,159,456,94
44,42,10,20,50,81,257,81
45,8,40,40,25,85,158,53
46,26,32,63,23,136,880,56
47,45,30,67,5,83,777,62
48,75,55,26,52,74,420,73
49,45,68,2,60,41,967,65
50,30,50,15,77,10,83,48
