订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,15,75,55,82,64,254,63
2,67,85,20,50,91,441,88
3,88,35,65,82,109,429,91
4,42,15,53,43,14,158,52
5,8,45,57,29,96,816,80
6,28,35,42,5,151,1066,50
7,45,30,95,30,115,777,78
8,60,55,21,24,20,117,85
9,45,65,26,35,77,1068,58
10,25,50,20,82,37,144,48
11,20,85,64,42,70,528,93
12,60,80,10,40,95,511,111
13,90,35,60,85,85,260,100
14,40,15,40,60,35,174,70
15,0,40,65,55,65,522,100
16,28,30,40,60,144,693,49
17,48,40,18,80,76,412,90
18,68,60,25,85,145,612,73
19,45,70,63,23,87,870,83
20,25,52,62,80,75,224,70
21,15,75,21,24,87,254,95
22,65,82,10,40,119,336,104
23,88,35,26,52,46,170,104
24,40,5,55,54,132,436,77
25,10,35,65,85,43,237,112
26,32,30,55,80,33,412,86
27,53,30,23,3,150,505,71
28,63,58,18,80,113,802,75
29,45,68,25,30,52,967,66
30,25,50,63,23,65,144,74
31,20,80,63,23,87,429,108
32,62,80,20,80,141,239,73
33,88,35,41,37,109,345,76
34,38,5,45,65,66,534,93
35,10,35,25,85,145,237,77
36,26,32,85,25,51,880,88
37,50,35,65,82,124,317,75
38,60,55,65,85,20,84,44
39,40,66,8,45,64,225,58
40,25,50,60,12,65,144,82
41,15,80,55,60,139,345,66
42,65,85,30,60,140,518,66
43,85,35,25,85,47,175,132
44,40,15,6,68,35,119,95
45,5,45,53,43,14,716,85
46,35,32,25,85,145,235,85
47,45,35,63,65,30,969,55
48,75,55,5,35,142,420,108
49,38,70,45,30,53,605,61
50,28,52,55,20,83,883,69
