订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,22,75,55,20,30,438,112
2,62,80,15,80,91,239,81
3,95,30,25,30,52,456,101
4,35,5,63,23,87,629,49
5,2,40,57,48,95,434,84
6,25,35,20,82,37,969,85
7,50,35,55,80,33,317,68
8,65,60,8,40,59,708,89
9,45,68,5,45,35,967,69
10,25,50,85,35,65,144,96
11,25,85,2,60,77,721,51
12,58,75,35,5,30,184,111
13,90,35,15,80,91,260,140
14,35,5,63,23,87,629,49
15,8,45,15,80,91,816,68
16,32,30,5,45,35,412,47
17,47,40,8,45,12,94,73
18,66,55,60,12,75,238,73
19,38,68,2,60,77,324,62
20,28,55,40,5,67,777,81
21,22,85,57,29,96,620,102
22,65,82,18,75,95,336,72
23,88,30,37,47,86,643,81
24,42,15,20,50,91,158,64
25,5,35,85,25,51,344,135
26,28,30,67,5,144,693,73
27,53,35,55,80,33,412,71
28,66,55,67,5,144,238,82
29,45,68,20,50,91,967,46
30,25,50,67,85,65,169,83
31,20,80,88,35,61,429,123
32,58,75,65,35,30,84,61
33,85,35,67,5,47,174,56
34,38,15,85,35,111,740,77
35,5,45,60,12,75,716,105
36,25,30,20,80,141,786,81
37,47,35,8,56,90,875,74
38,70,58,5,45,35,523,107
39,40,69,92,30,62,702,98
40,30,50,60,12,10,105,87
41,18,75,2,45,45,148,67
42,55,80,18,75,95,820,68
43,95,30,55,85,128,456,104
44,40,5,88,35,61,436,85
45,0,40,88,30,74,522,132
46,25,30,55,20,83,786,49
47,50,35,0,45,149,317,77
48,63,58,18,80,113,802,75
49,38,70,65,55,65,605,47
50,28,55,10,20,42,777,60
