订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,25,85,88,35,61,721,133
2,65,85,49,58,86,518,47
3,88,30,20,20,141,643,103
4,44,5,72,35,116,347,70
5,10,35,57,29,96,237,78
6,28,30,20,85,41,693,85
7,50,35,85,35,111,317,53
8,65,60,31,52,41,708,51
9,40,66,5,35,142,225,71
10,25,55,5,5,74,701,80
11,20,80,27,43,42,429,57
12,55,80,35,40,11,820,71
13,92,30,20,20,141,551,107
14,44,5,49,42,167,347,62
15,2,40,60,80,37,434,106
16,35,32,65,82,124,235,97
17,47,35,2,40,58,875,76
18,60,60,95,30,115,889,70
19,38,68,44,5,87,324,96
20,25,50,55,82,64,144,66
21,15,75,4,18,120,254,107
22,67,85,42,15,122,441,112
23,88,30,49,42,167,643,61
24,38,15,5,35,142,740,58
25,5,45,37,47,86,716,62
26,33,35,65,20,16,80,62
27,48,30,18,80,113,693,90
28,75,55,6,68,89,420,104
29,45,68,87,30,131,967,96
30,30,50,25,85,10,175,57
31,18,75,30,25,96,384,91
32,65,85,55,54,132,518,48
33,87,30,25,85,145,731,125
34,35,5,15,75,79,629,117
35,8,40,72,35,87,411,96
36,30,35,95,35,62,1127,101
37,47,40,55,85,12,158,84
38,60,55,26,35,20,107,69
39,42,66,67,5,65,174,103
40,28,52,44,5,87,883,80
41,22,85,47,47,192,620,71
42,65,85,2,40,58,518,117
43,92,30,23,3,150,551,110
44,40,5,65,55,65,436,84
45,0,40,65,85,43,522,119
46,28,35,88,35,61,1066,93
47,50,30,25,85,145,610,89
48,60,60,26,52,46,889,53
49,40,66,72,35,116,225,67
50,25,52,63,65,30,224,61
