订单序,O_X,O_Y,D_X,D_Y,Ready Time,Due Date,Order_Revenue
1,20,85,85,25,769,2094,133
2,55,80,53,30,407,567,76
3,90,35,28,55,732,2291,105
4,40,15,0,40,479,1225,71
5,5,35,65,55,85,1036,106
6,35,32,65,85,475,2918,101
7,47,35,72,55,265,748,48
8,70,58,33,35,16,1801,71
9,62,69,0,40,479,1327,112
10,25,52,88,35,109,369,98
11,15,80,30,32,448,1997,79
12,62,80,25,85,652,1041,66
13,92,30,30,50,10,2574,96
14,40,15,42,65,15,1225,78
15,16,42,42,10,186,657,74
16,30,32,88,30,574,2265,88
17,50,35,38,70,120,605,56
18,65,55,30,30,541,1896,81
19,35,69,0,45,567,2858,76
20,30,56,65,85,475,3143,87
21,20,80,0,45,567,2376,61
22,65,82,87,30,668,948,85
23,90,35,28,52,812,2291,103
24,44,5,48,40,76,1416,58
25,10,35,66,55,173,941,92
26,33,35,92,30,478,2733,100
27,47,35,40,69,588,748,57
28,72,55,48,30,632,1992,52
29,45,70,5,35,213,373,80
30,30,50,95,30,10,456,118
31,22,85,35,30,264,2186,86
32,62,80,30,32,448,1041,97
33,90,35,60,55,20,2291,64
34,35,5,10,35,200,1695,69
35,5,45,60,85,561,1413,119
36,26,32,88,35,109,2452,92
37,50,35,95,30,120,456,68
38,60,55,85,35,47,3279,59
39,45,70,25,35,213,969,61
40,25,50,67,85,116,441,83
41,20,85,47,35,826,2094,84
42,58,75,50,35,262,1138,62
43,95,30,30,52,914,2481,100
44,42,10,75,55,369,1320,99
45,8,45,60,55,20,1506,86
46,33,35,90,35,203,2733,97
47,47,40,20,85,12,528,96
48,60,60,8,45,751,1611,82
49,35,66,42,15,95,2951,82
50,30,50,88,30,10,643,108
